result_id,race_id,driver_id,constructor_id,number,grid,position,position_text,position_order,points,laps,time,milliseconds,fastest_lap,rank,fastest_lap_time,fastest_lap_speed,ingestion_date
7155,325,77,1,28,2,4,4,4,3,70,+14.854,6191254,null,null,\N,null,2024-09-05T09:22:44.733Z
7156,325,117,6,1,3,5,5,5,2,70,+15.820,6192220,null,null,\N,null,2024-09-05T09:22:44.733Z
7157,325,118,32,11,11,6,6,6,1,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7158,325,131,34,8,10,7,7,7,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7159,325,133,21,10,26,8,8,8,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7160,325,103,33,29,23,9,9,9,0,67,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7161,325,122,41,16,24,10,10,10,0,67,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7162,325,138,25,3,13,11,11,11,0,67,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7163,325,88,33,30,18,12,12,12,0,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7164,325,129,45,14,15,13,13,13,0,65,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7165,325,151,32,12,12,null,R,14,0,57,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7166,325,148,46,35,21,null,R,15,0,53,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7167,325,110,35,22,25,null,R,16,0,50,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7168,325,109,46,36,22,null,R,17,0,46,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7169,325,119,3,6,9,null,R,18,0,44,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7170,325,112,27,26,17,null,R,19,0,34,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7171,325,55,25,4,8,null,R,20,0,26,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7172,325,145,22,19,4,null,R,21,0,21,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7173,325,123,3,5,6,null,R,22,0,19,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7174,325,78,27,25,20,null,R,23,0,18,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7175,325,139,35,21,19,null,R,24,0,11,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7176,325,105,21,9,14,null,R,25,0,11,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7177,325,94,18,23,16,null,R,26,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7178,325,90,44,33,0,null,F,27,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7179,325,127,41,15,0,null,F,28,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7180,325,147,18,24,0,null,F,29,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7181,325,101,34,7,0,null,F,30,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7182,325,99,39,17,0,null,F,31,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7183,325,114,39,18,0,null,F,32,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7184,325,92,42,31,0,null,F,33,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7185,325,149,44,34,0,null,F,34,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7186,325,152,47,39,0,null,F,35,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7187,326,117,6,1,13,1,1,1,9,69,1:32:35.783,5555783,null,null,\N,null,2024-09-05T09:22:44.733Z
7188,326,95,6,2,4,2,2,2,6,69,+25.351,5581134,null,null,\N,null,2024-09-05T09:22:44.733Z
7189,326,77,1,28,1,3,3,3,4,69,+25.530,5581313,null,null,\N,null,2024-09-05T09:22:44.733Z
7190,326,145,22,19,14,4,4,4,3,69,+41.099,5596882,null,null,\N,null,2024-09-05T09:22:44.733Z
7191,326,123,3,5,5,5,5,5,2,69,+46.669,5602452,null,null,\N,null,2024-09-05T09:22:44.733Z
7192,326,137,22,20,8,6,6,6,1,69,+46.943,5602726,null,null,\N,null,2024-09-05T09:22:44.733Z
7193,326,55,25,4,6,7,7,7,0,69,+49.077,5604860,null,null,\N,null,2024-09-05T09:22:44.733Z
7194,326,151,32,12,12,8,8,8,0,69,+1:06.142,5621925,null,null,\N,null,2024-09-05T09:22:44.733Z
7195,326,119,3,6,2,9,9,9,0,69,+1:09.918,5625701,null,null,\N,null,2024-09-05T09:22:44.733Z
7196,326,118,32,11,11,10,10,10,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7197,326,131,34,8,10,11,11,11,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7198,326,94,18,23,7,12,12,12,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7199,326,110,35,22,15,13,13,13,0,68,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7200,326,147,18,24,16,14,14,14,0,67,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7201,326,148,46,35,23,15,15,15,0,67,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7202,326,78,27,25,24,16,16,16,0,67,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7203,326,105,21,9,17,17,17,17,0,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7204,326,112,27,26,22,18,18,18,0,66,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7205,326,129,45,14,20,19,19,19,0,65,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7206,326,102,1,27,3,20,20,20,0,63,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7207,326,109,46,36,26,null,R,21,0,26,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7208,326,103,33,29,25,null,R,22,0,12,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7209,326,88,33,30,19,null,R,23,0,11,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7210,326,138,25,3,9,null,R,24,0,11,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7211,326,101,34,7,21,null,R,25,0,11,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7212,326,139,35,21,18,null,R,26,0,10,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7213,326,90,44,33,0,null,D,27,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7214,326,122,41,16,0,null,F,28,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7215,326,127,41,15,0,null,F,29,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7216,326,133,21,10,0,null,F,30,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7217,326,114,39,18,0,null,F,31,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7218,326,99,39,17,0,null,F,32,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7219,326,92,42,31,0,null,F,33,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7220,326,149,44,34,0,null,F,34,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7221,326,152,47,39,0,null,F,35,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7222,327,117,6,1,4,1,1,1,9,80,1:33:29.606,5609606,null,null,\N,null,2024-09-05T09:22:44.733Z
7223,327,122,41,16,7,2,2,2,6,80,+8.626,5618232,null,null,\N,null,2024-09-05T09:22:44.733Z
7224,327,102,1,27,3,3,3,3,4,80,+11.606,5621212,null,null,\N,null,2024-09-05T09:22:44.733Z
7225,327,137,22,20,9,4,4,4,3,80,+41.207,5650813,null,null,\N,null,2024-09-05T09:22:44.733Z
7226,327,77,1,28,2,5,5,5,2,80,+42.219,5651825,null,null,\N,null,2024-09-05T09:22:44.733Z
7227,327,119,3,6,6,6,6,6,1,80,+1:09.351,5678957,null,null,\N,null,2024-09-05T09:22:44.733Z
7228,327,88,33,30,14,7,7,7,0,79,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7229,327,103,33,29,11,8,8,8,0,79,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7230,327,112,27,26,12,9,9,9,0,79,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7231,327,105,21,9,18,10,10,10,0,79,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7232,327,118,32,11,16,11,11,11,0,79,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7233,327,151,32,12,17,12,12,12,0,79,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7234,327,131,34,8,20,13,13,13,0,78,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7235,327,78,27,25,19,14,14,14,0,78,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7236,327,101,34,7,25,15,15,15,0,77,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7237,327,145,22,19,5,16,16,16,0,75,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7238,327,114,39,18,26,17,17,17,0,75,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7239,327,95,6,2,1,18,18,18,0,72,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7240,327,110,35,22,21,null,D,19,0,78,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7241,327,138,25,3,15,null,R,20,0,63,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7242,327,127,41,15,10,null,R,21,0,58,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7243,327,94,18,23,23,null,R,22,0,40,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7244,327,55,25,4,13,null,R,23,0,23,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7245,327,133,21,10,22,null,R,24,0,22,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7246,327,123,3,5,8,null,R,25,0,7,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7247,327,139,35,21,24,null,R,26,0,7,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7248,327,147,18,24,0,null,F,27,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7249,327,99,39,17,0,null,F,28,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7250,327,148,46,35,0,null,F,29,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7251,327,109,46,36,0,null,F,30,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7252,327,129,45,14,0,null,F,31,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7253,327,90,44,33,0,null,F,32,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7254,327,149,44,34,0,null,F,33,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7255,327,92,42,31,0,null,F,34,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7256,327,152,47,39,0,null,F,35,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7257,328,117,6,1,5,1,1,1,9,64,1:18:30.999,4710999,null,null,\N,null,2024-09-05T09:22:44.733Z
7258,328,123,3,5,4,2,2,2,6,64,+39.092,4750091,null,null,\N,null,2024-09-05T09:22:44.733Z
7259,328,102,1,27,2,3,3,3,4,64,+43.088,4754087,null,null,\N,null,2024-09-05T09:22:44.733Z
7260,328,103,33,29,8,4,4,4,3,64,+1:15.302,4786301,null,null,\N,null,2024-09-05T09:22:44.733Z
7261,328,137,22,20,11,5,5,5,2,64,+1:24.003,4795002,null,null,\N,null,2024-09-05T09:22:44.733Z
7262,328,88,33,30,9,6,6,6,1,63,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7263,328,133,21,10,17,7,7,7,0,63,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7264,328,55,25,4,6,8,8,8,0,63,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7265,328,131,34,8,20,9,9,9,0,62,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7266,328,78,27,25,21,10,10,10,0,62,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7267,328,139,35,21,19,11,11,11,0,62,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7268,328,147,18,24,24,12,12,12,0,62,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7269,328,112,27,26,22,13,13,13,0,61,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7270,328,77,1,28,3,14,14,14,0,60,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7271,328,95,6,2,1,null,R,15,0,55,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7272,328,122,41,16,10,null,R,16,0,48,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7273,328,151,32,12,14,null,R,17,0,48,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7274,328,118,32,11,16,null,R,18,0,46,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7275,328,99,39,17,26,null,R,19,0,41,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7276,328,105,21,9,25,null,R,20,0,37,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7277,328,119,3,6,7,null,R,21,0,26,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7278,328,138,25,3,12,null,R,22,0,20,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7279,328,145,22,19,13,null,R,23,0,15,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7280,328,110,35,22,23,null,R,24,0,12,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7281,328,94,18,23,18,null,R,25,0,3,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7282,328,127,41,15,15,null,W,26,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7283,328,129,45,14,0,null,F,27,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7284,328,101,34,7,0,null,F,28,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7285,328,109,46,36,0,null,F,29,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7286,328,148,46,35,0,null,F,30,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7287,328,90,44,33,0,null,F,31,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7288,328,114,39,18,0,null,F,32,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7289,328,149,44,34,0,null,F,33,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7290,328,92,42,31,0,null,F,34,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7291,328,152,47,39,0,null,F,35,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7292,329,102,1,27,1,1,1,1,9,45,1:20:47.164,4847164,null,null,\N,null,2024-09-05T09:22:44.733Z
7293,329,145,22,19,9,2,2,2,6,45,+6.520,4853684,null,null,\N,null,2024-09-05T09:22:44.733Z
7294,329,77,1,28,2,3,3,3,4,45,+8.553,4855717,null,null,\N,null,2024-09-05T09:22:44.733Z
7295,329,117,6,1,3,4,4,4,3,45,+45.270,4892434,null,null,\N,null,2024-09-05T09:22:44.733Z
7296,329,119,3,6,5,5,5,5,2,45,+48.028,4895192,null,null,\N,null,2024-09-05T09:22:44.733Z
7297,329,123,3,5,6,6,6,6,1,45,+1:21.491,4928655,null,null,\N,null,2024-09-05T09:22:44.733Z
7298,329,122,41,16,10,7,7,7,0,44,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7299,329,118,32,11,16,8,8,8,0,44,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7300,329,133,21,10,18,9,9,9,0,44,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7301,329,78,27,25,22,10,10,10,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7302,329,55,25,4,8,11,11,11,0,40,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7303,329,109,46,36,25,null,N,12,0,39,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7304,329,103,33,29,12,null,R,13,0,35,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7305,329,88,33,30,11,null,R,14,0,33,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7306,329,138,25,3,13,null,R,15,0,24,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7307,329,137,22,20,7,null,R,16,0,23,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7308,329,94,18,23,15,null,R,17,0,20,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7309,329,148,46,35,26,null,R,18,0,19,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7310,329,95,6,2,4,null,R,19,0,15,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7311,329,127,41,15,14,null,R,20,0,12,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7312,329,101,34,7,21,null,R,21,0,12,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7313,329,105,21,9,19,null,R,22,0,10,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7314,329,151,32,12,20,null,R,23,0,1,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7315,329,131,34,8,17,null,R,24,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7316,329,139,35,21,23,null,R,25,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7317,329,112,27,26,24,null,D,26,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7318,329,129,45,14,0,null,F,27,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7319,329,147,18,24,0,null,F,28,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7320,329,114,39,18,0,null,F,29,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7321,329,110,35,22,0,null,F,30,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7322,329,99,39,17,0,null,F,31,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7323,329,90,44,33,0,null,F,32,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7324,329,92,42,31,0,null,F,33,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7325,329,149,44,34,0,null,F,34,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7326,329,152,47,39,0,null,F,35,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7327,330,123,3,5,1,1,1,1,9,77,1:49:30.597,6570597,null,null,\N,null,2024-09-05T09:22:44.733Z
7328,330,102,1,27,4,2,2,2,6,77,+0.288,6570885,null,null,\N,null,2024-09-05T09:22:44.733Z
7329,330,137,22,20,9,3,3,3,4,77,+27.893,6598490,null,null,\N,null,2024-09-05T09:22:44.733Z
7330,330,119,3,6,2,4,4,4,3,77,+31.833,6602430,null,null,\N,null,2024-09-05T09:22:44.733Z
7331,330,118,32,11,11,5,5,5,2,77,+1:14.244,6644841,null,null,\N,null,2024-09-05T09:22:44.733Z
7332,330,103,33,29,12,6,6,6,1,77,+1:24.308,6654905,null,null,\N,null,2024-09-05T09:22:44.733Z
7333,330,151,32,12,18,7,7,7,0,76,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7334,330,127,41,15,17,8,8,8,0,76,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7335,330,133,21,10,26,9,9,9,0,76,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7336,330,139,35,21,13,10,10,10,0,76,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7337,330,78,27,25,25,11,11,11,0,76,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7338,330,105,21,9,22,12,12,12,0,75,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7339,330,99,39,17,24,13,13,13,0,74,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7340,330,112,27,26,21,14,14,14,0,74,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7341,330,147,18,24,23,15,15,15,0,74,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7342,330,77,1,28,3,16,16,16,0,72,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7343,330,95,6,2,5,17,17,17,0,71,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7344,330,145,22,19,7,null,R,18,0,64,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7345,330,122,41,16,16,null,R,19,0,56,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7346,330,88,33,30,19,null,R,20,0,37,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7347,330,117,6,1,8,null,R,21,0,36,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7348,330,55,25,4,6,null,R,22,0,36,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7349,330,131,34,8,20,null,R,23,0,35,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7350,330,94,18,23,14,null,R,24,0,35,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7351,330,110,35,22,10,null,R,25,0,22,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7352,330,138,25,3,15,null,R,26,0,9,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7353,330,114,39,18,0,null,F,27,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7354,330,101,34,7,0,null,F,28,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7355,330,109,46,36,0,null,F,29,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7356,330,148,46,35,0,null,F,30,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7357,330,129,45,14,0,null,F,31,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7358,330,92,42,31,0,null,F,32,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7359,330,90,44,33,0,null,F,33,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7360,330,149,44,34,0,null,F,34,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7361,330,152,47,39,0,null,F,35,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7362,331,102,1,27,1,1,1,1,9,44,1:26:31.997,5191997,null,null,\N,null,2024-09-05T09:22:44.733Z
7363,331,117,6,1,3,2,2,2,6,44,+3.550,5195547,null,null,\N,null,2024-09-05T09:22:44.733Z
7364,331,77,1,28,2,3,3,3,4,44,+28.462,5220459,null,null,\N,null,2024-09-05T09:22:44.733Z
7365,331,145,22,19,6,4,4,4,3,44,+49.337,5241334,null,null,\N,null,2024-09-05T09:22:44.733Z
7366,331,137,22,20,8,5,5,5,2,44,+1:29.650,5281647,null,null,\N,null,2024-09-05T09:22:44.733Z
7367,331,127,41,15,14,6,6,6,1,44,+1:48.851,5300848,null,null,\N,null,2024-09-05T09:22:44.733Z
7368,331,122,41,16,12,7,7,7,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7369,331,55,25,4,9,8,8,8,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7370,331,103,33,29,15,9,9,9,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7371,331,133,21,10,19,10,10,10,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7372,331,118,32,11,18,11,11,11,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7373,331,151,32,12,22,12,12,12,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7374,331,105,21,9,26,13,13,13,0,43,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7375,331,78,27,25,21,14,14,14,0,42,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7376,331,94,18,23,16,15,15,15,0,42,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7377,331,129,45,14,23,16,16,16,0,42,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7378,331,131,34,8,13,17,17,17,0,39,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7379,331,101,34,7,24,null,R,18,0,36,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7380,331,110,35,22,20,null,R,19,0,27,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7381,331,123,3,5,4,null,R,20,0,21,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7382,331,95,6,2,5,null,R,21,0,19,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7383,331,119,3,6,7,null,R,22,0,18,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7384,331,139,35,21,17,null,R,23,0,5,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7385,331,138,25,3,10,null,R,24,0,4,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7386,331,88,33,30,11,null,R,25,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7387,331,147,18,24,25,null,R,26,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7388,331,112,27,26,0,null,F,27,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7389,331,99,39,17,0,null,F,28,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7390,331,114,39,18,0,null,F,29,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7391,331,92,42,31,0,null,F,30,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7392,331,90,44,33,0,null,F,31,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7393,331,149,44,34,0,null,F,32,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7394,331,152,47,39,0,null,F,33,0,0,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7395,332,102,1,27,1,1,1,1,9,53,1:17:57.878,4677878,null,null,\N,null,2024-09-05T09:22:44.733Z
7396,332,117,6,1,2,2,2,2,6,53,+6.054,4683932,null,null,\N,null,2024-09-05T09:22:44.733Z
7397,332,77,1,28,3,3,3,3,4,53,+7.404,4685282,null,null,\N,null,2024-09-05T09:22:44.733Z
7398,332,95,6,2,4,4,4,4,3,53,+56.219,4734097,null,null,\N,null,2024-09-05T09:22:44.733Z
7399,332,119,3,6,7,5,5,5,2,52,+1:25.274,4763152,null,null,\N,null,2024-09-05T09:22:44.733Z
7400,332,138,25,3,14,6,6,6,1,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7401,332,137,22,20,9,7,7,7,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7402,332,145,22,19,8,8,8,8,0,52,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7403,332,133,21,10,21,9,9,9,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7404,332,110,35,22,25,10,10,10,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7405,332,78,27,25,26,11,11,11,0,51,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7406,332,105,21,9,22,12,12,12,0,50,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
7407,332,112,27,26,20,13,13,13,0,50,\N,null,null,null,\N,null,2024-09-05T09:22:44.733Z
